"","X","labnr","bp","std","site","lat","lng","db_source"
"2466",3230,"Lv-858",8140,800,"Mannlefelsen",47.46,7.24,"XRONOS"
"2467",3231,"Ly-1016",7860,280,"Mannlefelsen",47.46,7.24,"XRONOS"
"2468",3232,"Ly-1297",8230,300,"Mannlefelsen",47.46,7.24,"XRONOS"
"6172",7878,"ETH-11120/UZ-3570",3845,60,"Alle - Noir Bois",47.4172,7.1122,"XRONOS"
"6173",7879,"UZ-951",5020,90,"Cham - St. Andreas, Strandbad",47.18,8.47,"XRONOS"
"6174",7880,"ETH-26184/UZ-4828",5050,60,"Dornach - Landskronstrasse",47.4769,7.6138,"XRONOS"
"6175",7881,"KN-121",5080,70,"Egolzwil 4",47.18,8.01,"XRONOS"
"6178",7886,"ETH-22682/UZ-4428",4110,55,"Rapperswil - Kempraten",47.2243,8.8187,"XRONOS"
"9060",11078,"ETH-11674",2960,50,"Baar ZG, Martinspark",47.1942,8.5222,"XRONOS"
"9061",11079,"ETH-11673",2980,65,"Baar ZG, Martinspark",47.1942,8.5222,"XRONOS"
"9062",11080,"ETH-11670",3030,65,"Baar ZG, Martinspark",47.1942,8.5222,"XRONOS"
"9063",11081,"ETH-11669",3085,65,"Baar ZG, Martinspark",47.1942,8.5222,"XRONOS"
"9064",11082,"ETH-11672",3235,65,"Baar ZG, Martinspark",47.1942,8.5222,"XRONOS"
"9065",11083,"ETH-23898",3265,55,"Baar, Früebergstrasse",47.1992,8.5239,"XRONOS"
"9066",11084,"ETH-23897",3300,55,"Baar, Früebergstrasse",47.1992,8.5239,"XRONOS"
"9067",11085,"ETH-23896",3330,55,"Baar, Früebergstrasse",47.1992,8.5239,"XRONOS"
"9068",11086,"Ly-1098",3190,200,"Baie d’Auvernier",46.9743,6.8822,"XRONOS"
"9069",11087,"UZ-4209/ETH-19324",3320,60,"Basel BS, Neuhausstrasse 31",47.5835,7.5959,"XRONOS"
"9070",11088,"B-3610",2960,70,"Bavois-en-Raillon",46.6865,6.5746,"XRONOS"
"9071",11089,"B-3608",3100,70,"Bavois-en-Raillon",46.6865,6.5746,"XRONOS"
"9072",11090,"B-3611",3230,60,"Bavois-en-Raillon",46.6865,6.5746,"XRONOS"
"9075",11093,"Ua-20702",2610,45,"Birch, Düdingen",46.8554,7.1872,"XRONOS"
"9076",11094,"ETH-28829",3085,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9077",11095,"ETH-28491",3125,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9078",11096,"ETH-33129",3170,55,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9079",11097,"ETH-28490",3210,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9080",11098,"ETH-33132",3265,55,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9081",11099,"ETH-28828",3285,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9082",11100,"ETH-33133",3285,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9083",11101,"ETH-33131",3305,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9084",11102,"ETH-33152",3320,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9085",11103,"ETH-33136",3365,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9086",11104,"ETH-33140",3415,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9087",11105,"ETH-33137",3470,55,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9088",11106,"ETH-28488",3505,50,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9089",11107,"ETH-33144",3540,45,"Birmensdorf-Rameren",47.36,8.4513,"XRONOS"
"9090",11108,"ETH-14864",2585,65,"Birmensdorf-Wannenboden",47.3434,8.4558,"XRONOS"
"9091",11109,"ETH-14867",2655,70,"Birmensdorf-Wannenboden",47.3434,8.4558,"XRONOS"
"9092",11110,"ETH-14868",2775,70,"Birmensdorf-Wannenboden",47.3434,8.4558,"XRONOS"
"9099",11117,"ETH-34388",2760,50,"Boswil AG, Eibolde",47.2895,8.3233,"XRONOS"
"9100",11118,"ETH-34387",2830,55,"Boswil AG, Eibolde",47.2895,8.3233,"XRONOS"
"9101",11119,"Ua-20068",3425,45,"Bulle FR, La Prila I",46.6304,7.0466,"XRONOS"
"9102",11120,"Ua-24629",2950,40,"Bulle FR, Le Terraillet",46.6311,7.0619,"XRONOS"
"9103",11121,"Ua-20069",3550,45,"Bulle FR, Planchy d’Avau",46.6258,7.0428,"XRONOS"
"9111",11129,"ETH-14943",3060,50,"Châbles FR, Le Péchau",46.8226,6.826,"XRONOS"
"9112",11130,"ETH-11709",2960,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9113",11131,"ETH-11712",3015,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9114",11132,"ETH-11713",3025,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9115",11133,"ETH-11710",3050,65,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9116",11134,"ETH-11708",3060,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9117",11135,"Ua-11878",3145,70,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9118",11136,"Ua-11876",3150,70,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9119",11137,"Ua-11877",3180,80,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9120",11138,"Ua-11871",3295,70,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9121",11139,"Ua-11872",3300,70,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9122",11140,"Ua-11879",3375,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9123",11141,"ETH-11706",3420,60,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9124",11142,"Ua-11870",3440,65,"Cham-Oberwil",47.2125,8.4595,"XRONOS"
"9127",11145,"ETH-8285",2945,55,"Courgevaux FR, Le Marais 1",46.906,7.0961,"XRONOS"
"9128",11146,"ETH-8284",3305,60,"Courgevaux FR, Le Marais 1",46.906,7.0961,"XRONOS"
"9129",11147,"ETH-8283",2945,55,"Courgevaux-En Triva",46.9063,7.1082,"XRONOS"
"9131",11149,"KIA-9057",2596,35,"Dachlissen, Wandacher",47.2575,8.4437,"XRONOS"
"9132",11150,"KIA-11473",3455,45,"Dachlissen, Wandacher",47.2575,8.4437,"XRONOS"
"9134",11152,"ARC-171",2770,50,"En Chaplix",46.8943,7.0497,"XRONOS"
"9135",11153,"ARC-495",2850,50,"En Chaplix",46.8943,7.0497,"XRONOS"
"9136",11154,"UZ-2907/ETH-9363",3335,55,"Erlach-Heidenweg",47.0587,7.1173,"XRONOS"
"9137",11155,"UZ-2906/ETH-9362",3395,60,"Erlach-Heidenweg",47.0587,7.1173,"XRONOS"
"9139",11157,"UZ-2989/ETH-10238",3160,60,"Eschenbach SG, Balmenrain",47.2324,8.9342,"XRONOS"
"9143",11161,"UZ-3809",3120,60,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9144",11162,"UZ-3910",3400,60,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9145",11163,"B-6510",2580,120,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9146",11164,"B-6513",2580,70,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9147",11165,"B-6512",2710,120,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9148",11166,"B-6511",2910,70,"Fällanden-Fröschbach",47.3694,8.6445,"XRONOS"
"9149",11167,"ARC-9/R-720 C",2450,50,"Faoug VD-Derrière-le-Chaney",46.8995,7.0795,"XRONOS"
"9150",11168,"ARC-691",2590,60,"Faoug VD-Derrière-le-Chaney",46.8995,7.0795,"XRONOS"
"9151",11169,"ARC-692",2690,70,"Faoug VD-Derrière-le-Chaney",46.8995,7.0795,"XRONOS"
"9152",11170,"ARC-694",2895,100,"Faoug VD-Derrière-le-Chaney",46.8995,7.0795,"XRONOS"
"9153",11171,"ETH-14940",2870,60,"Frasses FR, En Bochat",46.8331,6.8639,"XRONOS"
"9154",11172,"ETH-28972",2550,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9155",11173,"ETH-28971",2555,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9156",11174,"ETH-28973",2620,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9157",11175,"ETH-28962",2655,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9158",11176,"ETH-26014",2880,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9159",11177,"ETH-26015",2905,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9160",11178,"ETH-26031",2950,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9161",11179,"ETH-26018",3050,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9162",11180,"ETH-26028",3050,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9163",11181,"ETH-26027",3095,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9164",11182,"ETH-27450",3115,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9165",11183,"ETH-27451",3120,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9166",11184,"ETH-26026",3125,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9167",11185,"ETH-28976",3125,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9168",11186,"ETH-26016",3130,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9169",11187,"ETH-26017",3130,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9170",11188,"ETH-27452",3130,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9171",11189,"ETH-28967",3130,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9172",11190,"ETH-28977",3135,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9173",11191,"ETH-26025",3145,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9174",11192,"ETH-27453",3155,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9175",11193,"ETH-29048",3155,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9176",11194,"ETH-26031.2",3155,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9177",11195,"ETH-26019",3155,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9178",11196,"ETH-27455",3175,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9179",11197,"ETH-28965",3175,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9180",11198,"ETH-28968",3180,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9181",11199,"ETH-26029",3185,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9182",11200,"ETH-29055",3190,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9183",11201,"ETH-26023",3195,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9184",11202,"ETH-26028.2",3205,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9185",11203,"ETH-27454",3205,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9186",11204,"ETH-26013",3210,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9187",11205,"ETH-26030",3215,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9188",11206,"ETH-26021",3215,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9189",11207,"ETH-29046",3225,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9190",11208,"ETH-29044",3230,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9191",11209,"ETH-27459",3240,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9192",11210,"ETH-29047",3240,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9193",11211,"ETH-29072",3240,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9194",11212,"ETH-29075",3245,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9195",11213,"ETH-27456",3245,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9196",11214,"ETH-29073",3250,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9197",11215,"ETH-28966",3250,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9198",11216,"ETH-29070",3255,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9199",11217,"ETH-29077",3265,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9200",11218,"ETH-27448",3270,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9201",11219,"ETH-26024",3285,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9202",11220,"ETH-27457",3285,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9203",11221,"ETH-29069",3285,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9204",11222,"ETH-27449",3290,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9205",11223,"ETH-29074",3305,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9206",11224,"ETH-29041",3305,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9207",11225,"ETH-29050",3310,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9208",11226,"ETH-29040",3315,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9209",11227,"ETH-29049",3320,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9210",11228,"ETH-27460",3335,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9211",11229,"ETH-27447",3345,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9212",11230,"ETH-29045",3350,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9213",11231,"ETH-29071",3350,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9214",11232,"ETH-29068",3355,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9215",11233,"ETH-29037",3375,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9216",11234,"ETH-27458",3385,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9217",11235,"ETH-29042",3390,45,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9218",11236,"ETH-28961",3395,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9219",11237,"ETH-29043",3405,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9220",11238,"ETH-29078",3410,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9221",11239,"ETH-29051",3420,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9222",11240,"ETH-28970",3430,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9223",11241,"ETH-29076",3440,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9224",11242,"ETH-29039",3450,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9225",11243,"ETH-27462",3455,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9226",11244,"ETH-27463",3455,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9227",11245,"ETH-28969",3455,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9228",11246,"ETH-29054",3455,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9229",11247,"ETH-28980",3455,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9230",11248,"ETH-29038",3465,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9231",11249,"ETH-29036",3470,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9232",11250,"ETH-29052",3470,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9233",11251,"ETH-28978",3505,50,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9234",11252,"ETH-29053",3535,55,"Freienbach SZ-Hurden Rosshorn",47.2219,8.8143,"XRONOS"
"9235",11253,"ETH-33681",2935,55,"Frick AG, Königsweg",47.5025,8.0262,"XRONOS"
"9236",11254,"ETH-33682",3400,60,"Frick AG, Königsweg",47.5025,8.0262,"XRONOS"
"9248",11266,"ETH-19929",3355,55,"Grundrebenstrasse",47.2491,8.4626,"XRONOS"
"9249",11267,"UZ-1251",3050,100,"Hergiswil-Renggpass",46.9769,8.2927,"XRONOS"
"9250",11268,"ETH-19320/Uz-4205",2725,65,"Herzogenbuchsee, Badwald",47.2061,7.7318,"XRONOS"
"9251",11269,"GRN-8843",3400,55,"Hochdorf-Baldegg",47.1822,8.2822,"XRONOS"
"9252",11270,"GRN-6906",3430,35,"Hochdorf-Baldegg",47.1822,8.2822,"XRONOS"
"9253",11271,"ETH-22895",3165,50,"Hofacher, Ebmatingen",47.348,8.6447,"XRONOS"
"9254",11272,"ETH-22898",3210,55,"Hofacher, Ebmatingen",47.348,8.6447,"XRONOS"
"9255",11273,"ETH-22891",3260,60,"Hofacher, Ebmatingen",47.348,8.6447,"XRONOS"
"9256",11274,"ETH-22896",3320,55,"Hofacher, Ebmatingen",47.348,8.6447,"XRONOS"
"9257",11275,"ETH-22897",3405,55,"Hofacher, Ebmatingen",47.348,8.6447,"XRONOS"
"9260",11278,"Ly-2922",2680,170,"Horn",47.4807,7.9643,"XRONOS"
"9261",11279,"ETH-34368",2860,60,"Inkwil BE/Bolken SO, Inkwilersee",47.1987,7.6639,"XRONOS"
"9262",11280,"ETH-18192/UZ-4104",2645,55,"Ipsach-Räberain",47.1095,7.2328,"XRONOS"
"9263",11281,"UZ-4457/ETH-23145",3095,60,"Jona SG, Wagen-Erlen",47.2274,8.8845,"XRONOS"
"9264",11282,"UZ-4458/ETH-23146",3130,60,"Jona SG, Wagen-Erlen",47.2274,8.8845,"XRONOS"
"9265",11283,"UZ-4720/ETH-25352",2715,50,"Jona SG, Wagen-Geretswis",47.2272,8.8896,"XRONOS"
"9266",11284,"UZ-4721/ETH-25353",2755,50,"Jona SG, Wagen-Geretswis",47.2272,8.8896,"XRONOS"
"9267",11285,"B-7114",2770,70,"Kernenried, Holzmühle",47.0554,7.542,"XRONOS"
"9268",11286,"UZ-2451/ETH-4400",3400,70,"Klausenpasshöhe",46.8673,8.8549,"XRONOS"
"9269",11287,"ETH-21892/UZ-4369",2810,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9270",11288,"ETH-21893/UZ-4370",2875,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9271",11289,"ETH-21891/UZ-4368",2900,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9272",11290,"ETH-21894/UZ-4317",2910,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9273",11291,"ETH-23982/UZ-4540",2940,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9274",11292,"ETH-21896/UZ-4373",3060,55,"Köniz-Niederwangen, Stegenweg",46.9255,7.3714,"XRONOS"
"9275",11293,"ETH-26775/UZ-4914",3020,55,"Koppigen, Usserfeld",47.1356,7.5869,"XRONOS"
"9276",11294,"ETH-25750",2645,50,"Loppburg",46.9771,8.3262,"XRONOS"
"9277",11295,"ETH-25761",2960,50,"Loppburg",46.9771,8.3262,"XRONOS"
"9278",11296,"ETH-25886",2985,55,"Loppburg",46.9771,8.3262,"XRONOS"
"9279",11297,"ETH-25763",3000,50,"Loppburg",46.9771,8.3262,"XRONOS"
"9280",11298,"ETH-25762",3010,50,"Loppburg",46.9771,8.3262,"XRONOS"
"9281",11299,"Ua-12535",2730,60,"Lully FR, La Faye 5.2",46.8321,6.861,"XRONOS"
"9282",11300,"Ua-12534",2750,60,"Lully FR, La Faye 5.2",46.8321,6.861,"XRONOS"
"9283",11301,"B-5445",2780,110,"Marin NE-Le Chalvaire",47.0058,7.0059,"XRONOS"
"9284",11302,"B-5443",3040,90,"Marin NE-Le Chalvaire",47.0058,7.0059,"XRONOS"
"9285",11303,"ETH-17115.2",3305,60,"Marin NE-Le Chalvaire",47.0058,7.0059,"XRONOS"
"9286",11304,"B-5446",3340,90,"Marin NE-Le Chalvaire",47.0058,7.0059,"XRONOS"
"9287",11305,"ETH-17115.1",3390,60,"Marin NE-Le Chalvaire",47.0058,7.0059,"XRONOS"
"9288",11306,"B-7791",3090,70,"Meikirch, Magazingebäude",47.0095,7.3616,"XRONOS"
"9289",11307,"B-7725",2980,30,"Meinisberg, Scheidwege",47.1669,7.3641,"XRONOS"
"9290",11308,"B-7722",3000,30,"Meinisberg, Scheidwege",47.1669,7.3641,"XRONOS"
"9291",11309,"B-7724",3000,30,"Meinisberg, Scheidwege",47.1669,7.3641,"XRONOS"
"9292",11310,"B-7723",3050,30,"Meinisberg, Scheidwege",47.1669,7.3641,"XRONOS"
"9293",11311,"B-4552",2700,90,"Moos",46.9184,7.4153,"XRONOS"
"9294",11312,"B-4553",2900,70,"Moos",46.9184,7.4153,"XRONOS"
"9295",11313,"ETH-11307",2715,50,"Münchenwiler-Im Loch 1",46.919,7.1242,"XRONOS"
"9296",11314,"ETH-11305",2735,50,"Münchenwiler-Im Loch 1",46.919,7.1242,"XRONOS"
"9297",11315,"ETH-11306",2750,50,"Münchenwiler-Im Loch 1",46.919,7.1242,"XRONOS"
"9298",11316,"ETH-9884",3000,70,"Münchenwiler-Im Loch 3",46.9176,7.1229,"XRONOS"
"9299",11317,"ETH-9883",3115,65,"Münchenwiler-Im Loch 3",46.9176,7.1229,"XRONOS"
"9300",11318,"B-7036",3130,30,"Münchringen, Mooswald",47.0437,7.529,"XRONOS"
"9301",11319,"B-4992",2760,50,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9302",11320,"B-4998",3140,40,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9303",11321,"B-4996",3240,40,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9304",11322,"B-4995",3320,50,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9305",11323,"B-4994",3380,50,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9306",11324,"B-4993",2650,50,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9307",11325,"B-4997",2940,40,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9308",11326,"B-4991",2960,80,"Murten-Löwenberg",46.9386,7.1411,"XRONOS"
"9316",11334,"ETH-16268",2625,50,"Onnens VD-Le Motti",46.8388,6.684,"XRONOS"
"9317",11335,"CRG-1370",3490,88,"Onnens VD-sous le Crêt-de-Chaux",46.8359,6.6962,"XRONOS"
"9318",11336,"B-8282",2770,30,"Ostermundigen, Dennikofe",46.9435,7.4909,"XRONOS"
"9319",11337,"B-8316",2820,20,"Ostermundigen, Dennikofe",46.9435,7.4909,"XRONOS"
"9320",11338,"B-8317",2880,20,"Ostermundigen, Dennikofe",46.9435,7.4909,"XRONOS"
"9321",11339,"ETH-29119/UZ-5146",3095,55,"Ostermundigen, Dennikofe",46.9435,7.4909,"XRONOS"
"9322",11340,"ETH-28345/UZ-5060",3100,50,"Ostermundigen, Dennikofe",46.9435,7.4909,"XRONOS"
"9328",11346,"ARC-963",3055,180,"Payerne VD-Neyremont",46.8184,6.9157,"XRONOS"
"9331",11349,"ETH-29914",2815,50,"Pfäffikon, Feld/Kempttalstrasse",47.3786,8.7672,"XRONOS"
"9332",11350,"B-7352",2890,70,"Pieterlen, Under-Siedebrunne 3",47.1714,7.3563,"XRONOS"
"9333",11351,"ETH-20885/UZ-4324",2970,60,"Pieterlen, Under-Siedebrunne 3",47.1714,7.3563,"XRONOS"
"9334",11352,"B-7351",2990,30,"Pieterlen, Under-Siedebrunne 3",47.1714,7.3563,"XRONOS"
"9335",11353,"B-7345",3010,30,"Pieterlen, Under-Siedebrunne 3",47.1714,7.3563,"XRONOS"
"9336",11354,"ETH-20886/UZ-4325",3175,60,"Pieterlen, Under-Siedebrunne 3",47.1714,7.3563,"XRONOS"
"9337",11355,"ETH-20368/UZ-4303",3390,65,"Pieterlen, Vorem Holz 1",47.1682,7.3526,"XRONOS"
"9344",11362,"B-4990",3130,80,"Ried-Hölle",46.9512,7.1965,"XRONOS"
"9349",11367,"UZ-1413",3045,85,"Silenen-Amsteg, Flüeli",46.7851,8.6708,"XRONOS"
"9350",11368,"UZ-1415",3105,80,"Silenen-Amsteg, Flüeli",46.7851,8.6708,"XRONOS"
"9352",11370,"ETH-36588/UZ-5649",3135,50,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9353",11371,"ETH-36589/UZ-5650",3185,50,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9354",11372,"ETH-38654/UZ-5761",3310,25,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9355",11373,"ETH-15181/UZ-3883",3325,55,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9356",11374,"ETH-38655/UZ-5762",3360,25,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9357",11375,"ETH-39465/UZ-5770",3390,35,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9358",11376,"ETH-36683",3455,55,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9359",11377,"ETH-15179/UZ-3881",3455,55,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9360",11378,"ETH-15180b/UZ-3882b",3475,55,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9361",11379,"ETH-36682",3525,35,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9362",11380,"ETH-36686",2745,35,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9363",11381,"B-9397",3475,55,"Spiez-Einigen, Holleeweg 3",46.7118,7.6363,"XRONOS"
"9364",11382,"ETH-32615",2950,50,"Spreitenbach AG, Willenacher IKEA",47.4213,8.3756,"XRONOS"
