,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
2719,2522,,CH,Bern,Höfen,Hofallmend,single find,single find,typological,neolithic,,,175338,609051
2720,2524,,CH,Luzern,Horw,Längacher/Oberfondlen,single find,single find STONE AXE,typological,neolithic,UN,Cortaillod,208358,667288
2721,2525,,CH,Bern,Kernenried,Oberholz,settlement,settlement mineral soil,14-C,prehistoric,,,213244,609764
2722,2525,,CH,Bern,Kernenried,Oberholz,settlement,settlement mineral soil,14-C,neolithic,LN,,212892,609867
2723,2527,,CH,Luzern,Kottwil,Gütsch,settlement,settlement mineral soil,typological,neolithic,,,224108,646950
2724,2528,,CH,Luzern,Kottwil,Seewagen Ost,single find,single find,typological,neolithic,ON,,225576,646201
2725,2529,,CH,Luzern,Küssnacht,Hohle Gasse,single find,single find STONE AXE,typological,neolithic,,,216554,677115
2726,2534,,CH,Bern,Landiswil,Brügg,single find,single find,typological,neolithic,,,201405,619970
2727,2536,,CH,Bern,Längenbühl,Nahe Chlinismad,NA,NA,typological,neolithic,,,179273,608735
2728,2537,,CH,Vaud,Lausanne,Cité,ritual place,menhir single,NA,prehistoric,,,153153,539079
2729,2542,147(A)2,CH,Aargau,Lenzburg,Kiesgrube Strafanstalt,single find,stray findings (>1),typological,neolithic,,,248198,656055
2730,2543,147(B)19,CH,Aargau,Lenzburg,Lindfeld,single find,single find STONE AXE,typological,neolithic,,,249827,657753
2731,2544,,CH,Aargau,Lenzburg,Lindfeld,settlement,settlement mineral soil,typological,neolithic,,,250486,657570
2732,2549,74 \,CH,Luzern,Luzern,Dreilinden,single find,single find STONE AXE,typological,neolithic,,,213423,667263
2733,2550,98 \ 482,CH,Luzern,Luzern,Hotel Europa,single find,single find STONE AXE,typological,neolithic,,,212121,666228
2734,2551,179(A)16,CH,Aargau,Magden,Strick,settlement,settlement mineral soil,typological,neolithic,,,265522,629793
2735,2552,78(B)4,CH,Aargau,Mandach,Mühletal,single find,single find STONE AXE,typological,neolithic,,,267184,657704
2736,2553,,CH,Neuchâtel,Marin-Epagnier,Epagnier 1,settlement,settlement lakeshore,dendro,neolithic,UN,Cortaillod,206732,568253
2737,2554,,CH,Neuchâtel,Marin-Epagnier,Epagnier 2; Mandrot II,settlement,settlement lakeshore,typological,neolithic,,,206589,568439
2738,2555,,CH,Neuchâtel,Marin-Epagnier,Epagnier 3 Mandrot III,settlement,settlement lakeshore,typological,neolithic,,,206496,568246
2739,2556,,CH,Neuchâtel,Marin-Epagnier,Les Monnaies / Mandrot IV,settlement,settlement lakeshore,typological,neolithic,,,206476,568754
2740,2557,,CH,Neuchâtel,Marin-Epagnier,Les Piécettes,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,206974,568874
2741,2557,,CH,Neuchâtel,Marin-Epagnier,Les Piécettes,settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,206631,568012
2742,2558,,CH,Neuchâtel,Marin-Epagnier,Préfargier La Tène,NA,NA,typological,neolithic,EN,,206814,568499
2743,2559,,CH,Luzern,Mauensee,Schlossinsel,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,225379,648870
2744,2560,25(A)2,CH,Aargau,Mellingen,Ebereich,single find,stray findings (>1),typological,neolithic,,,252599,664565
2745,2561,25(B)12,CH,Aargau,Mellingen,Hohlgasse,single find,single find STONE AXE,typological,neolithic,,,252396,663519
2746,2562,25(A)1,CH,Aargau,Mellingen,Vorder Gheid,single find,stray findings (>1),typological,prehistoric,,,252129,663846
2747,2563,180(B)29,CH,Aargau,Möhlin,Riburg Stegholz,single find,single find,typological,prehistoric,,,269767,630716
2748,2564,180(A)15,CH,Aargau,Möhlin,Zwüsche Bäche,single find,stray findings (>1),typological,neolithic,,,268687,631033
2749,2565,,CH,Bern,Moosseedorf,Moosbühl I,single find,single find,typological,neolithic,LN,,207647,604910
2750,2566,,CH,Aargau,Möriken,undef. / Kestenberg,NA,NA,typological,neolithic,,,253774,656569
2751,2567,9(B)9,CH,Aargau,Muhen,Am Giebel,single find,single find STONE AXE,typological,neolithic,,,244645,647542
2752,2568,181(A)5,CH,Aargau,Mumpf,Kapf Neumatt,single find,stray findings (>1),typological,bronze age,,,266446,636647
2753,2568,181(A)5,CH,Aargau,Mumpf,Kapf Neumatt,single find,stray findings (>1),typological,neolithic,,,267080,636637
2754,2570,,CH,Vaud,Mur,Guévaux,single find,single find,typological,neolithic,,,199292,571878
2755,2571,,CH,Fribourg,Morat/Murten,Aderafeld,single find,single find STONE AXE,typological,neolithic,,,198716,577673
2756,2577,,CH,Neuchâtel,Neuchâtel,Jardin Anglais,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,205233,562143
2757,2578,26(A)2-4,CH,Aargau,Neuenhof,Härdli,single find,stray findings (>1),typological,neolithic,,,256415,668259
2758,2579,,CH,Bern,Nidau,Strandboden AGGLOlac,settlement,settlement lakeshore,typological,neolithic,EN,,220365,585595
2759,2579,,CH,Bern,Nidau,Strandboden AGGLOlac,settlement,settlement lakeshore,typological,neolithic,LN,Lattrigen,220394,585531
2760,2579,,CH,Bern,Nidau,Strandboden AGGLOlac,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,220247,585135
2761,2580,150(B)3,CH,Aargau,Niederlenz,Bölli,single find,stray findings (>1),typological,neolithic,,,251067,665319
2762,2581,,CH,Bern,Niederried bei Kallnach,Ried/Bussolee,burial place,grave single,typological,neolithic,,,206387,585296
2763,2582,52(B)12,CH,Aargau,Niederwil,Rütimoos,single find,single find STONE AXE,typological,neolithic,,,247973,663637
2764,2584,28(B)5,CH,Aargau,Oberehrendingen,Bühl,single find,single find STONE AXE,typological,neolithic,,,261224,668053
2765,2585,1802-05 \,CH,Luzern,Oberkirch,Golfplatz,single find,stray findings (>1),typological,neolithic,,,223385,650857
2766,2586,182(A)1,CH,Aargau,Obermumpf,Auf der Fluh,single find,stray findings (>1),typological,neolithic,,,265780,637931
2767,2588,200(A)5,CH,Aargau,Oftringen,Striegel,single find,stray findings (>1),typological,neolithic,,,241229,640367
2768,2589,,CH,Luzern,Ohmstal,undef.,single find,single find STONE AXE,typological,neolithic,,,224517,638935
2769,2594,,CH,Bern,Port,Moosstation,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,219753,586483
2770,2595,,CH,Fribourg,Portalban,I,settlement,settlement lakeshore,typological,neolithic,EN,,197211,563735
2771,2595,,CH,Fribourg,Portalban,I,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,196607,563618
2772,2596,,CH,Fribourg,Posieux,Châtillon-sur-Glane,single find,stray findings (>1),typological,neolithic,UN,Cortaillod,182404,576682
2773,2599,,CH,Genève,Pregny,undef.,NA,NA,typological,neolithic,,,121762,500614
2774,2602,\ 137,CH,Luzern,Reiden,Stumpen,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,234126,640694
2775,2626,56(B)13,CH,Aargau,Sarmenstorf,56(B)13,single find,single find STONE AXE,typological,neolithic,EN,AC/SK,241104,661203
2776,2627,\ 168,CH,Luzern,Schenkon,Römerhüsli,settlement,settlement lakeshore,typological,neolithic,,,224973,653414
2777,2628,86(A)1,CH,Aargau,Scherz,Halde/Winkel/Weihermatten,single find,stray findings (>1),typological,neolithic,,,255170,657155
2778,2629,,CH,Fribourg,Schiffenen,undef.,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,188247,582461
2779,2631,\ 408,CH,Luzern,Schongau,Niederschongau Schwerzeri,single find,single find STONE AXE,typological,neolithic,,,237603,662009
2780,2633,1146,CH,Luzern,Egolzwil,Schötz 5,settlement,settlement lakeshore,typological,bronze age,,,226068,643070
2781,2633,1146,CH,Luzern,Egolzwil,Schötz 5,settlement,settlement lakeshore,typological,neolithic,,,226107,642708
2782,2634,,CH,Luzern,Schötz,undef.,NA,NA,typological,neolithic,ON,LBK,225868,642655
2783,2635,,CH,Luzern,Schötz,Fischerhüseren,NA,NA,typological,neolithic,,,224844,643264
2784,2636,,CH,Luzern,Schötz,Moos Bühler,settlement,settlement lakeshore,typological,neolithic,,,225006,643364
2785,2637,,CH,Luzern,Schötz,Moos Muri,NA,NA,typological,neolithic,LN,,225150,643435
2786,2638,2115,CH,Luzern,Schötz,Mühlebach,single find,single find,typological,neolithic,EN,,224163,643235
2787,2639,,CH,Bern,Seeberg,Fürsteiner,single find,stray findings (>1),typological,neolithic,,,224376,617005
2788,2648,1644 \,CH,Luzern,Sursee,Zeughaus,single find,stray findings (>1),typological,neolithic,,,226013,650619
2789,2649,,CH,Bern,Täuffelen,Moos,single find,stray findings (>1),typological,prehistoric,,,212380,582246
2790,2651,,CH,Bern,Treiten,undef.,single find,single find,typological,prehistoric,,,207186,579572
2791,2652,,CH,Fribourg,Treyvaux,Chapelle St. Pierre et Paul,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,176838,575993
2792,2653,,CH,Bern,Twann,St. Petersinsel,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,213730,577787
2793,2654,58(A)1,CH,Aargau,Uezwil,Eichental / Eichenweid,burial place,stone cist single,typological,neolithic,,,241194,663703
2794,2655,,CH,Luzern,Uffikon,Rossmatten,single find,single find STONE AXE,typological,neolithic,,,228979,644330
2795,2656,,CH,Aargau,Untererlinsbach,Auf der Buech,NA,NA,typological,neolithic,,,251163,645458
2796,2657,36(A)1,CH,Aargau,Untersiggenthal,Bürglen Heidenküche,settlement,settlement mineral soil,typological,bronze age,EBA,,262125,663181
2797,2657,36(A)1,CH,Aargau,Untersiggenthal,Bürglen Heidenküche,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,261910,662889
2798,2658,,CH,Bern,Untersteckholz,Gjuch,single find,single find STONE AXE,typological,neolithic,,,229107,631454
2799,2659,,CH,Bern,Untersteckholz,Im Gjuch,NA,NA,typological,neolithic,,,229550,630873
2800,2660,,CH,Bern,Urtenen,Strandbad,single find,single find STONE AXE,typological,neolithic,,,208377,604591
2801,2662,60(B)14,CH,Aargau,Villmergen,Beyli-Hubel,single find,single find STONE AXE,typological,neolithic,,,244106,661628
2802,2663,,CH,Aargau,Villnachern,Muracher,single find,single find,typological,neolithic,,,258637,654682
2803,2664,\ 350,CH,Luzern,Vitznau,Steigefadbalm,settlement,settlement abri/cave,typological,bronze age,,,208533,680615
2804,2664,\ 350,CH,Luzern,Vitznau,Steigefadbalm,settlement,settlement abri/cave,typological,neolithic,,,208467,680658
2805,2665,,CH,Fribourg,Vuippens,Château,settlement,settlement mineral soil,typological,neolithic,,,168496,572888
2806,2666,,CH,Bern,Walperswil,undef.,NA,NA,typological,neolithic,EN,,212728,584140
2807,2667,,CH,Aargau,Wettingen,undef.,NA,NA,typological,neolithic,,,257960,666444
2808,2668,,CH,Aargau,Wettingen,undef.,single find,single find STONE AXE,typological,neolithic,ON,LBK,258541,667808
2809,2669,,CH,Aargau,Wettingen,Scharten,burial place,stone cist single,typological,neolithic,UN,Cortaillod,257931,666960
2810,2670,,CH,Aargau,Wettingen,Tägerhard,NA,NA,typological,neolithic,,,257149,667817
2811,2671,,CH,Aargau,Wettingen,Tägerhard,burial place,NA,typological,neolithic,,,255968,668962
2812,2672,,CH,Luzern,Wilihof,Ägelmoos,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,231578,648325
2813,2673,\ 136,CH,Luzern,Willisau,Ostergau,single find,stray findings (>1),typological,bronze age,,,218871,644650
2814,2673,\ 136,CH,Luzern,Willisau,Ostergau,single find,stray findings (>1),typological,neolithic,,,218948,643836
2815,2674,\ 136,CH,Luzern,Willisau,Ostergauermoos,single find,single find STONE AXE,typological,neolithic,,,218731,644908
2816,2675,,CH,Luzern,Willisau,Stadt Sigristenhus,single find,single find STONE AXE,typological,neolithic,,,219290,642527
2817,2676,,CH,Aargau,Windisch,Spillmannwiese,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,260490,659171
2818,2678,,CH,Aargau,Würenlos,undef.,single find,single find STONE AXE,typological,neolithic,ON,LBK,255717,670173
2819,2679,,CH,Aargau,Würenlos,Bick III,single find,single find STONE AXE,typological,neolithic,MN,,254751,670490
2820,2680,,CH,Vaud,Yverdon-les-Bains,Arkina,settlement,settlement lakeshore,typological,bronze age,LBA,,181539,540074
2821,2682,,CH,Vaud,Yvonand,Yvonand V,settlement,settlement lakeshore,typological,neolithic,LN,,183746,547825
2822,2683,,CH,Bern,Zimmerwald,Stockere Äppenacher,single find,single find STONE AXE,typological,neolithic,,,192064,601440
2823,2685,,CH,Aargau,Zurzach Gut,Keller des Kindergartens,single find,single find,typological,neolithic,,,271808,665111
2824,2690,2005,CH,Fribourg,Châbles,Les Biolleyres 3,single find,stray findings (>1),typological,neolithic,LN,,185372,553520
2825,2690,2005,CH,Fribourg,Châbles,Les Biolleyres 3,single find,stray findings (>1),typological,neolithic,,,185408,552823
2826,2691,,CH,Neuchâtel,Colombier,Colombier II,settlement,settlement lakeshore,typological,neolithic,EN,,202711,557161
2827,2692,\ 1,CH,Luzern,Egolzwil,Egolzwil 1,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,225817,643698
2828,2692,\ 1,CH,Luzern,Egolzwil,Egolzwil 1,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,225326,643594
2829,2692,\ 1,CH,Luzern,Egolzwil,Egolzwil 1,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,225306,644108
2830,2692,\ 1,CH,Luzern,Egolzwil,Egolzwil 1,settlement,settlement lakeshore,typological,neolithic,,,225187,643884
2831,2693,,CH,Fribourg,Font,Pointe du Pilard,settlement,settlement lakeshore,typological,neolithic,,,188562,553819
2832,2694,,CH,Fribourg,Frasses,Les Champs Montants 1,settlement,settlement mineral soil,typological,neolithic,EN,GBK,187879,556638
2833,2696,,CH,Fribourg,Galmiz,Rüeblimatten,single find,single find,typological,neolithic,EN,,199737,579357
2834,2699,,CH,Aargau,Gipf-Oberfrick,Allmentweg,single find,single find,typological,neolithic,EN,GBK,260594,643288
2835,2701,,CH,Luzern,Schötz,Schützenmatte,settlement,settlement mineral soil,typological,neolithic,EN,GBK,225324,641632
2836,2702,\ 519-520,CH,Luzern,Sursee,Mariazell/Zellmoos,settlement,settlement lakeshore,typological,bronze age,LBA,,224824,652412
2837,2702,\ 519-520,CH,Luzern,Sursee,Mariazell/Zellmoos,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,225182,652942
2838,2703,,CH,Bern,Thun,Eggetli/Renzenbühl,single find,stray findings (>1),typological,neolithic,,,175621,613701
2839,2704,,CH,Solothurn,Winznau,Wilmatt,single find,stray findings (>1),typological,neolithic,,,244832,632159
2840,2705,600 \,CH,Luzern,Aesch,Altmoos,single find,single find,typological,bronze age,MBA,,233840,660966
2841,2706,614 \,CH,Luzern,Aesch,Badi,settlement,settlement lakeshore,typological,prehistoric,,,235256,660644
2842,2707,427 \,CH,Luzern,Aesch,Zielacher,settlement,settlement mineral soil,typological,neolithic,,,234795,661518
2843,2708,72 \,CH,Luzern,Altbüron,Sagenloch,single find,stray findings (>1),typological,bronze age,,,228379,634473
2844,2709,71 \,CH,Luzern,Altbüron,Schlössli,settlement,settlement mineral soil,typological,neolithic,,,226506,634282
2845,2710,551 \,CH,Luzern,Altwis,Eichmatten,single find,single find,typological,bronze age,,,232550,663260
2846,2711,452 \,CH,Luzern,Ballwil,Gütschweiher,single find,stray findings (>1),typological,neolithic,,,223246,666710
2847,2712,439 \,CH,Luzern,Ballwil,Weierhus,single find,single find,typological,prehistoric,,,223604,667500
2848,2713,420 \,CH,Luzern,Beromünster,Ämmenwil / Stierenmoos,single find,single find,typological,bronze age,LBA,,224833,656699
2849,2714,398 \,CH,Luzern,Beromünster,Bromen,single find,single find STONE AXE,typological,neolithic,,,225203,660504
2850,2715,413 \,CH,Luzern,Beromünster,Chommlermoos,single find,stray findings (>1),typological,neolithic,,,227752,654984
2851,2716,421 \,CH,Luzern,Beromünster,Eberweid,single find,single find STONE AXE,typological,neolithic,,,232214,659538
2852,2717,412 \,CH,Luzern,Beromünster,Landessender,single find,stray findings (>1),typological,neolithic,,,228551,656390
2853,2718,414 \,CH,Luzern,Beromünster,Moosbach,single find,stray findings (>1),typological,neolithic,,,229560,655703
2854,2719,464 \,CH,Luzern,Buchrain,Altweg-Grossmatt,single find,single find,typological,prehistoric,,,217168,668874
2855,2720,344 \,CH,Luzern,Buttisholz,Ober-Gattwil-Moos,single find,single find,typological,neolithic,,,220406,652080
2856,2721,347 \,CH,Luzern,Buttisholz,Soppensee; Parzelle 708,single find,stray findings (>1),typological,prehistoric,,,216314,649667
2857,2722,1129 \,CH,Luzern,Buttisholz,Soppenseemoos,single find,stray findings (>1),typological,prehistoric,,,216624,649828
2858,2723,562 \,CH,Luzern,Dagmersellen,Buchs Bützenmatten,single find,stray findings (>1),typological,prehistoric,,,229018,646707
2859,2724,458 \,CH,Luzern,Dagmersellen,Buchs Hächlerenfeld,single find,single find,typological,prehistoric,,,227976,646207
2860,2725,571 \,CH,Luzern,Dagmersellen,Buchs Obermoos,single find,stray findings (>1),typological,neolithic,,,227996,646512
2861,2726,457 \,CH,Luzern,Dagmersellen,Buchs Schleif,single find,single find,typological,neolithic,,,229717,646765
2862,2727,560 \,CH,Luzern,Dagmersellen,Bützenmatten Ost,single find,single find,typological,prehistoric,,,228434,645943
2863,2728,561 \,CH,Luzern,Dagmersellen,Bützenmatten West,single find,single find,typological,prehistoric,,,228769,646075
2864,2729,609 \,CH,Luzern,Dagmersellen,Grundwald,burial place,barrow single,typological,bronze age,,,227624,646140
2865,2730,121 \,CH,Luzern,Dagmersellen,Hutz / Schallenberg,settlement,settlement abri/cave,typological,prehistoric,,,229879,641113
2866,2731,610 \,CH,Luzern,Dagmersellen,Sandacher Buchs,single find,stray findings (>1),typological,prehistoric,,,229082,645844
2867,2732,122 \,CH,Luzern,Dagmersellen,Stösselhubel,single find,single find,typological,prehistoric,,,230120,643364
2868,2733,590 \,CH,Luzern,Dagmersellen,Uffikon Rossmatten,single find,stray findings (>1),typological,neolithic,,,228863,644668
2869,2734,126 \,CH,Luzern,Dagmersellen,Uffikon; Torfmoos,settlement,settlement lakeshore,typological,bronze age,,,229432,644583
2870,2734,126 \,CH,Luzern,Dagmersellen,Uffikon; Torfmoos,settlement,settlement lakeshore,typological,neolithic,,,229272,645091
2871,2736,66 \,CH,Luzern,Ebersecken,Hölzigchäppeli,single find,single find STONE AXE,typological,neolithic,,,225276,638982
